DATE  USER  BOARD  TIME  WPM  ERRS
04121203 Zac tuf 2.186 7.27 33.0 
04121203 Zac tuf 2.039 7.47 32.0 
04121203 Zac Red 2.896 4.144 45.0 
04121203 Zac Red 2.058 6.992 41.0 
04121203 Zac Red 1.829 7.58 40.0 
04121203 Zac Red 1.656 8.324 41.0 
04121203 Zac Red 1.656 8.324 41.0 
04121212 Zac tuf 1.569 7.648 34.0 
04121212 Zac tuf 1.511 7.951 39.5 
04121212 Zac tuf 1.511 7.951 39.5 
04121212 Zac tuf 1.36 9.084 41.0 
04121212 Zac tuf 1.267 9.845 41.0 
04121212 Zac tuf 1.234 10.054 38.8 
04121212 Zac tuf 1.445 9.179 36.833 
04121213 Zac tuf 2.392 5.016 41.0 
04121213 Zac tuf 1.668 8.86 32.0 
04121213 Zac tuf 1.55 8.951 32.667 
04121213 Zac tuf 1.449 9.335 32.5 
04121213 Zac tuf 1.409 9.386 32.4 
04121213 Zac Red 1.013 11.848 32.0 
04121213 Zac Red 1.034 11.607 34.5 
04121213 Zac Red 0.967 12.543 36.667 
04121213 Zac Red 1.048 11.732 34.5 
04121213 Zac Red 1.08 11.371 32.4 
04121213 Zac HP 0.976 12.295 45.0 
04121213 Zac HP 1.017 11.823 36.5 
04121213 Zac HP 1.046 11.505 35.0 
04121213 Zac HP 1.037 11.601 31.75 
04121213 Zac HP 1.974 9.7 38.0 
04121222 Zac tuf 16.697 5.031 1.0 
04121222 Zac tuf 14.767 7.657 0.5 
04121222 Zac tuf 14.165 7.265 0.333 
04121222 Zac tuf 13.487 8.068 0.25 
04121222 Zac tuf 13.274 7.421 0.2 
04121223 Zac Red 9.506 8.837 0.0 
04121234 Zac tuf 7.535 7.962 0.0 
04121234 Zac tuf 8.055 7.48 0.5 
04121234 Zac tuf 8.37 7.209 0.333 
04121234 Zac tuf 9.586 7.447 0.25 
04121234 Zac tuf 10.23 7.644 0.2 
04121235 Zac Red 10.536 9.111 0.0 
04121235 Zac Red 11.514 9.359 0.5 
04121235 Zac Red 12.915 8.275 0.333 
04121235 Zac Red 12.11 8.372 0.25 
04121235 Zac Red 12.654 7.831 0.4 
04121237 Zac HP 17.355 5.532 0.0 
04121237 Zac HP 15.382 6.793 0.0 
04121237 Zac HP 12.775 7.173 0.0 
04121237 Zac HP 12.594 7.621 0.25 
04121237 Zac HP 12.092 8.001 0.4 
04230932 Zac flexTest 17.364 6.22 0.0 
04230932 Zac flexTest 13.37 9.509 0.0 
04230932 Zac flexTest 13.151 9.8 0.0 
04230932 Zac flexTest 12.094 10.04 0.25 
04230932 Zac flexTest 12.459 9.583 0.2 
04230939 Zac flexTest2 12.937 8.348 0.0 
04230939 Zac flexTest2 9.2 8.567 0.0 
04230939 Zac flexTest2 8.997 8.971 0.0 
04230939 Zac flexTest2 9.702 8.759 0.0 
04230939 Zac flexTest2 9.026 8.905 0.0 
04230946 Zac Red 12.073 10.934 0.0 
04230946 Zac Red 9.328 10.024 0.0 
04230946 Zac Red 8.163 10.112 0.0 
04230946 Zac Red 8.364 10.261 0.75 
04230946 Zac Red 7.91 10.57 0.6 
04230947 Zac HP 6.2 9.678 0.0 
04230947 Zac HP 8.499 9.284 0.0 
04230947 Zac HP 9.247 10.285 0.0 
04230947 Zac HP 9.207 9.364 0.0 
04230947 Zac HP 9.339 9.438 0.2 
04300910 Zac flexTest0910 11.659 7.204 0.0 
04300910 Zac flexTest0910 10.187 8.421 0.0 
04300910 Zac flexTest0910 9.024 8.6 0.0 
04300910 Zac flexTest0910 9.171 9.571 0.0 
04300910 Zac flexTest0910 9.112 9.28 0.0 
04301006 Zac asus_tuf 7.891 9.504 0.0 
04301006 Zac asus_tuf 7.758 11.638 0.5 
04301006 Zac asus_tuf 9.459 10.869 0.333 
04301006 Zac asus_tuf 10.236 10.539 0.75 
04301006 Zac asus_tuf 10.236 10.539 0.75 
04301006 Zac asus_tuf 10.542 10.98 0.6 
04301050 Zac tuf* 5.989 12.523 0.0 
04301050 Zac tuf* 7.861 12.426 0.0 
04301050 Zac tuf* 8.097 11.201 0.0 
04301050 Zac tuf* 8.815 11.137 0.0 
04301050 Zac tuf* 9.941 10.778 0.4 
05061133 Zac_flex tuf_flex 10.756 15.341 1.0 
05061133 Zac_flex tuf_flex 12.432 11.392 1.0 
05061133 Zac_flex tuf_flex 12.432 11.392 1.0 
05061133 Zac_flex tuf_flex 12.564 11.102 1.0 
05061133 Zac_flex tuf_flex 13.192 10.566 0.75 
05061133 Zac_flex tuf_flex 12.949 10.957 1.0 
